question_id,question,sub_question,column_name,question_format,system_prompt_id,model_answer,categories,model_distribution,true_distribution,kl_divergence,cross_entropy,expected_text,subpopulation
18,"Here are the names of a number of organisations. For each one, please indicate how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?",Elections,Q76,matrix_single_select,survey_respondent,A great deal,"['A great deal', 'Quite a lot', 'Not very much', 'None at all', ""Don't know""]","[0.5643922991011553, 0.3881304549593672, 0.02811607585485004, 0.01705326203677264, 0.0023079080478547996]","[0.2715827338129496, 0.5701438848920863, 0.1474820143884892, 0.01079136690647482, 0.0]",0.260082588145247,1.2655943143625166,Quite a lot,cluster_0
18,"Here are the names of a number of organisations. For each one, please indicate how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?",Elections,Q76,matrix_single_select,values_reflection,A great deal,"['A great deal', 'Quite a lot', 'Not very much', 'None at all', ""Don't know""]","[0.6189586552972425, 0.17752423885983754, 0.057633682161759285, 0.05086154599229762, 0.09502187768886308]","[0.2715827338129496, 0.5701438848920863, 0.1474820143884892, 0.01079136690647482, 0.0]",0.5633546881160321,1.568866414705078,Quite a lot,cluster_0
18,"Here are the names of a number of organisations. For each one, please indicate how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?",Elections,Q76,matrix_single_select,ai_opinion_simulator,A great deal,"['A great deal', 'Quite a lot', 'Not very much', 'None at all', ""Don't know""]","[0.27676060836725974, 0.6642984137677433, 0.04812161569157397, 0.010737381255870607, 8.198091755239299e-05]","[0.2715827338129496, 0.5701438848920863, 0.1474820143884892, 0.01079136690647482, 0.0]",0.0729587851769592,1.0784705110604678,Quite a lot,cluster_0
18,"Here are the names of a number of organisations. For each one, please indicate how much confidence you have in them: is it a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?",Elections,Q76,matrix_single_select,civic_participant,A great deal,"['A great deal', 'Quite a lot', 'Not very much', 'None at all', ""Don't know""]","[0.47563817575915146, 0.32709112587748956, 0.08270158805818391, 0.06440806154096237, 0.05016104876421274]","[0.2715827338129496, 0.5701438848920863, 0.1474820143884892, 0.01079136690647482, 0.0]",0.230642855011937,1.2361545815370962,Quite a lot,cluster_0
52,"Independently of whether you go to religious services or not, would you say you are:",,Q173,single_select,ai_research_assistant,A religious person,"['A religious person', 'Not a religious person', 'An atheist']","[0.437217175064051, 0.1253318132417353, 0.4374510116942136]","[0.2889733840304182, 0.5095057034220533, 0.20152091254752852]",0.4387139906889354,1.463827192169188,Not a religious person,cluster_0
52,"Independently of whether you go to religious services or not, would you say you are:",,Q173,single_select,survey_respondent,Not a religious person,"['A religious person', 'Not a religious person', 'An atheist']","[0.34694975542454526, 0.3061004891509096, 0.34694975542454526]","[0.2889733840304182, 0.5095057034220533, 0.20152091254752852]",0.0972861157822973,1.1223993172625495,Not a religious person,cluster_0
52,"Independently of whether you go to religious services or not, would you say you are:",,Q173,single_select,values_reflection,Not a religious person,"['A religious person', 'Not a religious person', 'An atheist']","[0.22737517639420396, 0.545249647211592, 0.22737517639420396]","[0.2889733840304182, 0.5095057034220533, 0.20152091254752852]",0.0104054014240301,1.0355186029042822,Not a religious person,cluster_0
52,"Independently of whether you go to religious services or not, would you say you are:",,Q173,single_select,ai_opinion_simulator,A religious person,"['A religious person', 'Not a religious person', 'An atheist']","[0.48919034963210717, 0.021498815356518177, 0.4893108350113746]","[0.2889733840304182, 0.5095057034220533, 0.20152091254752852]",1.2819206778665804,2.3070338793468324,Not a religious person,cluster_0
52,"Independently of whether you go to religious services or not, would you say you are:",,Q173,single_select,civic_participant,A religious person,"['A religious person', 'Not a religious person', 'An atheist']","[0.39435159852301194, 0.21115637709561993, 0.39449202438136816]","[0.2889733840304182, 0.5095057034220533, 0.20152091254752852]",0.2235870718139885,1.2487002732942407,Not a religious person,cluster_0
56,"Please indicate for each of the following statements whether you think it can always be justified, never be justified, or something in between. (1 = Never justifiable, 10 = Always justifiable)",Prostitution,Q183,matrix_single_select,ai_research_assistant,1,"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']","[0.3472107294286458, 0.23863421181750136, 0.1640107353349026, 0.06836985453098611, 0.0994775513612801, 0.032295632496206546, 0.022196441966416083, 0.01346282258916353, 0.010484856774791955, 0.003857163700106003]","[0.08424908424908426, 0.04395604395604396, 0.0641025641025641, 0.03296703296703297, 0.1575091575091575, 0.1227106227106227, 0.09706959706959707, 0.14835164835164835, 0.06227106227106227, 0.18681318681318682]",1.2932762427953657,3.4719716275571555,10,cluster_0
56,"Please indicate for each of the following statements whether you think it can always be justified, never be justified, or something in between. (1 = Never justifiable, 10 = Always justifiable)",Prostitution,Q183,matrix_single_select,survey_respondent,1,"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']","[0.6122189344645208, 0.030480584129501463, 0.05694522808011387, 0.03913784473776888, 0.1205530487916136, 0.026899021083254218, 0.034539026754917844, 0.023738302788529574, 0.020948978683492613, 0.034539030486287176]","[0.08424908424908426, 0.04395604395604396, 0.0641025641025641, 0.03296703296703297, 0.1575091575091575, 0.1227106227106227, 0.09706959706959707, 0.14835164835164835, 0.06227106227106227, 0.18681318681318682]",0.8346348091929445,3.0133301939547343,10,cluster_0
56,"Please indicate for each of the following statements whether you think it can always be justified, never be justified, or something in between. (1 = Never justifiable, 10 = Always justifiable)",Prostitution,Q183,matrix_single_select,values_reflection,5,"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']","[0.15379269790729452, 0.003191866375875981, 0.02672516358923359, 0.014304952650742954, 0.536789292044916, 0.020813578331006517, 0.07264652654720898, 0.014304952650742954, 0.003616858446219885, 0.1538141114567585]","[0.08424908424908426, 0.04395604395604396, 0.0641025641025641, 0.03296703296703297, 0.1575091575091575, 0.1227106227106227, 0.09706959706959707, 0.14835164835164835, 0.06227106227106227, 0.18681318681318682]",0.7614227342773545,2.940118119039144,10,cluster_0
56,"Please indicate for each of the following statements whether you think it can always be justified, never be justified, or something in between. (1 = Never justifiable, 10 = Always justifiable)",Prostitution,Q183,matrix_single_select,ai_opinion_simulator,1,"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']","[0.42005256314003375, 0.28869762317481307, 0.1545287021905876, 0.044273219707961865, 0.03448001817765306, 0.016287207325025498, 0.016287207325025498, 0.011194022975935814, 0.012684489818776179, 0.0015149461641876527]","[0.08424908424908426, 0.04395604395604396, 0.0641025641025641, 0.03296703296703297, 0.1575091575091575, 0.1227106227106227, 0.09706959706959707, 0.14835164835164835, 0.06227106227106227, 0.18681318681318682]",1.7580480890726256,3.936743473834415,10,cluster_0
56,"Please indicate for each of the following statements whether you think it can always be justified, never be justified, or something in between. (1 = Never justifiable, 10 = Always justifiable)",Prostitution,Q183,matrix_single_select,civic_participant,1,"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']","[0.4680284232690383, 0.016015051006071007, 0.049329829945181584, 0.03390386324590516, 0.2838735714094496, 0.03841811019008665, 0.049329829945181584, 0.020563732541345758, 0.014133232907591971, 0.026404355540148423]","[0.08424908424908426, 0.04395604395604396, 0.0641025641025641, 0.03296703296703297, 0.1575091575091575, 0.1227106227106227, 0.09706959706959707, 0.14835164835164835, 0.06227106227106227, 0.18681318681318682]",0.7822250583553999,2.9609204431171894,10,cluster_0
57,Do you think that the New Zealand Government should or should not have the right to do each of the following?,Collect information about anyone living in New Zealand without their knowledge,Q198,matrix_single_select,ai_research_assistant,Definitely should not have the right,"['Definitely should have the right', 'Probably should have the right', 'Probably should not have the right', 'Definitely should not have the right']","[2.644211690593985e-05, 0.01993219433249497, 0.01993219433249497, 0.9601091692181041]","[0.08765652951699464, 0.25760286225402507, 0.370304114490161, 0.2844364937388193]",2.105787276135544,3.39404610867291,Probably should not have the right,cluster_0
57,Do you think that the New Zealand Government should or should not have the right to do each of the following?,Collect information about anyone living in New Zealand without their knowledge,Q198,matrix_single_select,survey_respondent,Definitely should not have the right,"['Definitely should have the right', 'Probably should have the right', 'Probably should not have the right', 'Definitely should not have the right']","[3.01043939562404e-05, 0.01767301565563836, 0.01767301565563836, 0.9646238642947671]","[0.08765652951699464, 0.25760286225402507, 0.370304114490161, 0.2844364937388193]",2.168618225651541,3.4568770581889066,Probably should not have the right,cluster_0
57,Do you think that the New Zealand Government should or should not have the right to do each of the following?,Collect information about anyone living in New Zealand without their knowledge,Q198,matrix_single_select,values_reflection,Definitely should not have the right,"['Definitely should have the right', 'Probably should have the right', 'Probably should not have the right', 'Definitely should not have the right']","[1.595360595392965e-05, 0.022466409427282504, 0.022466409427282504, 0.9550512275394811]","[0.08765652951699464, 0.25760286225402507, 0.370304114490161, 0.2844364937388193]",2.0764290913311068,3.3646879238684724,Probably should not have the right,cluster_0
57,Do you think that the New Zealand Government should or should not have the right to do each of the following?,Collect information about anyone living in New Zealand without their knowledge,Q198,matrix_single_select,ai_opinion_simulator,Definitely should not have the right,"['Definitely should have the right', 'Probably should have the right', 'Probably should not have the right', 'Definitely should not have the right']","[1.8075898627811763e-05, 0.02246348036569281, 0.02246348036569281, 0.9550549633699866]","[0.08765652951699464, 0.25760286225402507, 0.370304114490161, 0.2844364937388193]",2.0655620202313907,3.3538208527687563,Probably should not have the right,cluster_0
57,Do you think that the New Zealand Government should or should not have the right to do each of the following?,Collect information about anyone living in New Zealand without their knowledge,Q198,matrix_single_select,civic_participant,Definitely should not have the right,"['Definitely should have the right', 'Probably should have the right', 'Probably should not have the right', 'Definitely should not have the right']","[1.9272856857094932e-05, 0.050706097813615715, 0.050706097813615715, 0.8985685315159115]","[0.08765652951699464, 0.25760286225402507, 0.370304114490161, 0.2844364937388193]",1.5660687883579736,2.85432762089534,Probably should not have the right,cluster_0
58,How interested would you say you are in politics?,,Q199,single_select,ai_research_assistant,Somewhat interested,"['Very interested', 'Somewhat interested', 'Not very interested', 'Not at all interested']","[0.19609089053822193, 0.7754995565273404, 0.014204776467218797, 0.014204776467218797]","[0.23665480427046262, 0.5640569395017794, 0.17259786476868327, 0.026690391459074734]",0.312805896601934,1.3767703544957095,Somewhat interested,cluster_0
58,How interested would you say you are in politics?,,Q199,single_select,survey_respondent,Very interested,"['Very interested', 'Somewhat interested', 'Not very interested', 'Not at all interested']","[0.3583550211848525, 0.4603488516870854, 0.09064806356403105, 0.09064806356403105]","[0.23665480427046262, 0.5640569395017794, 0.17259786476868327, 0.026690391459074734]",0.0949223193377321,1.1588867772315077,Somewhat interested,cluster_0
58,How interested would you say you are in politics?,,Q199,single_select,values_reflection,Somewhat interested,"['Very interested', 'Somewhat interested', 'Not very interested', 'Not at all interested']","[0.12635344632376422, 0.2674342322888842, 0.3031061606936758, 0.3031061606936758]","[0.23665480427046262, 0.5640569395017794, 0.17259786476868327, 0.026690391459074734]",0.4074059154733905,1.471370373367166,Somewhat interested,cluster_0
58,How interested would you say you are in politics?,,Q199,single_select,ai_opinion_simulator,Somewhat interested,"['Very interested', 'Somewhat interested', 'Not very interested', 'Not at all interested']","[0.07305885029791191, 0.8899968093435211, 0.018472170179283532, 0.018472170179283532]","[0.23665480427046262, 0.5640569395017794, 0.17259786476868327, 0.026690391459074734]",0.4164312801290948,1.4803957380228705,Somewhat interested,cluster_0
58,How interested would you say you are in politics?,,Q199,single_select,civic_participant,Very interested,"['Very interested', 'Somewhat interested', 'Not very interested', 'Not at all interested']","[0.2586924782180495, 0.42707978010249426, 0.15711387083972808, 0.15711387083972808]","[0.23665480427046262, 0.5640569395017794, 0.17259786476868327, 0.026690391459074734]",0.1047505902016014,1.1687150480953772,Somewhat interested,cluster_0
69,"Listed below are various types of political systems. Please think about each one as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?",Having the army rule,Q237,matrix_single_select,ai_research_assistant,Very bad,"['Very good', 'Fairly good', 'Fairly bad', 'Very bad']","[0.001433728243182357, 0.022466885049546692, 0.022466885049546692, 0.9536325016577242]","[0.0, 0.003616636528028933, 0.09041591320072333, 0.9059674502712477]",0.0728338510388687,0.399933081557966,Very bad,cluster_0
69,"Listed below are various types of political systems. Please think about each one as a way of governing this country. For each one, would you say it is a very good, fairly good, fairly bad or very bad way of governing this country?",Having the army rule,Q237,matrix_single_select,survey_respondent,Very bad,"['Very good', 'Fairly good', 'Fairly bad', 'Very bad']","[0.0032681094995047543, 0.04528779351978793, 0.04528779351978793, 0.9061563034609192]","[0.0, 0.003616636528028933, 0.09041591320072333, 0.9059674502712477]",0.0531821432652306,0.3802813738667212,Very bad,cluster_0
